"tweet","sentiment"
"well i guess it all depends,undergarments.",2
"Omg i here thunderrrr i wish i was home  i love cuddling with a blanky during a storm",2
"http://twitpic.com/4jax3 - Update Ableton Live",2
"played a bit pool with my buddies....going to bed now, have to work tomorrow",2
"Okay i feel really sick now",1
" I fee your pain its lady Ga Ga and It will drive you insane oh dear God her songs are in my head",1
"made it into leadership, buttt i`m still not happy! how can i enjoy it without my best friend?",1
" CVS is that like a genetic brand?Poor you,my hubby gets bad allergies..no fun!",1
" i can`t go tonight   *Cait*",2
"_avenue Love your website! Wish I lived closer to sample the cupcakey treats",3
"happy mothers day, too all mums out there  remember treat your mum well, she brought you into this life =]",3
"Is feeling a bit lonely",1
" that`s a mess  I`ll look for it next week",1
"Just woke up and catching up on the nightly tweets!!",2
" another letter for you - this one car insurance - ouch",2
"phillies gamee with mama for mothers day",2
"Recovering from my crazy family. I love them, but they ain`t got it all   I only see em a couple of times a year, so I guess I can deal.",3
" - We drank ours away, May Day Bank Holiday today",2
"got an email from my auntie bout fathers day... mothers day w/seven moms but fathers day will consist of 2 dads    #realitycheck",2
" Beto`s Pizzeria is on Banksville Rd in I believe the Beachview area... Sorry to answer like 100 years later",1
"Recovering from a bad fall at lunch. Great start to the weekend.",3
"I love ! Thank you SO much for saying 'hi to Jenn & Laura' yesterday in Arcadia! My friend Shannon surprised me w/the vid",3
"**** culture is increasing in india,govt has to make new laws such as wat will be charges if a boy tease a boy nd wat if a boy rapes a boy",2
"happy mother`s daaaaaaaaay",3
"now i`m in hmv",2
"looking at tabs for all of the 'Boys Like Girls' songs",2
" thanks   got a hold of someone there who knew their stuff..at last!",3
" Actually people were more decisive than that.",2
"I mean i`m tired, and sooooo freakin in love with my .",2
" that happened to me so often, i hated it. every time i moved to a username that i thought i`d love, i moved soon after.",1
"Back home  Had a great time!",3
"is a lil sad bc I wont be able toeat a hot dog and Big Kahuna cookie sandwich at the Ranger game tonight!",1
"Totally just skid all over the road.",2
"http://twitpic.com/4wf30 - EEEEEEEEEEE!!!!! IT CAME!!!!",3
"I`m fighting off feeling sick. Hoping it`s just tired. I`m really not feeling too well, though",1
" I would but I`m afraid I got two left feet",1
", Whered you end up going? I stayed in & watched SNL, one of the funnier shows theyve done this season.",3
" Hooray! Your avatar is back! Wil go and put it in the Gardeners zone now",2
"Time to head back home. My business here is done.",2
" I know.  There`s no reason for any of that.",2
"Is happy...Skool just let out..! Today was my last day..! Yippee! R.I.P Jackson Tyler Morris..! Always Loved And Never Forgotten..!",3
"Tummy hurts",1
"virus hunting on computer - always wondering what it will destroy",1
"Today = marking *135",2
"good time Rocking out @ open mic, thanks 4 all the love n support. Now working on Business plan presentation. No CG again 2nite",3
"sleep....good night tweeties!!! down to OC tomorrow. I hope and pray that Rachyl gets better SOON!!!",3
"Goood Afternooon",3
" Yay, three followers! Good to know more than one person in this big wide world likes fishies.",3
" pups I would LOVE to..BUTT I will be saving lives Saturday night  although I know I am missing a BLAST",3
"  They follow my",2
"Dangit...cuz of this weather the house painting is going to be dragged out till next week.",1
" Hey lovely.. hope you had a good day  Thanks for an awsome night and teaching me how to put together a tie...hahaha",3
"Just got to the hospital. Jimmys really bad....please please send your good thoughts. I`m really worried.",1
"Ouchhhhhh I burnt my frkn tongue",1
" ok then",2
"Off To Do Pilates Now! Tweet Y`all Soon!",2
"Sitting in mels house, just finished eating mcdicks, laughing at all the dumb stuff I said tonight!! Ready for bed? I think so",3
"**** week all **** week  off to the gym now with the worst headache.",1
"Happiness is like peeing your pants...nobody can see it but only you can feel it`s warm sensation",3
"Google going down means DoubleClick goes down too, means I can`t get any work done.",1
" How are you today!?",2
"Just saw a fox!  as i was getting on the freeway... I hope it goes home",3
"Dfizzy if you ever read this Uh i got one question for you ^^ Would you ever date a fan?  Lmao!",2
" you can have the sun too. It all sucks, especially for my pale whiteman skin.   I can`t stop sneezing, and I blame you.",1
" I had a very good day - lots of stretching and sleeping in the sun",3
"trying to find some friends and not having any luck",1
"Morning all! Something for the weekend and leftover dominos. Noiiiiice",3
" Thanks, Nick. Means a lot coming from a designer of your caliber  #symphonycms",3
" Hee Hee! I only holiday in the gutter, try to get there once a week at least! Welcome! lol  ****",3
" But but I dun wanna",2
" something we all need sometime",2
" pfft, cydia apps ftw, code on the phone, make, reload springboard",2
" specifically, like these  http://i36.tinypic.com/mwz6uo.jpg (also i adore this outfit http://tinyurl.com/q63obq yum)",2
"My head hurts because that air freshner is the most horriblel scent ever.. Im super grossed out!!!!",1
"Not good news  Time for an incredibly hard decision.",1
" How does it look like a Ninja Tutle?!  xo lol",2
"Youtube`s tubes appear to be clogging up somewhat today, connection errors a plenty.",1
"is hungry, but can`t leave for lunch",1
" thank you!",3
"Morning all. It`s Monday. Sigh. Trying to have a positive outlook on the day, but it`s being difficult already.",2
" Good morning David! Happy Mother`s Day to your mom lol. Too bad u can`t be with her. She is so awesome!",2
" i wish you were in my class last year",3
"_Rosie  it was my name until yesterday",2
" aww you poor thing  hope all goes well!",1
" Floor mopping sounds unappealing",1
" my attention for the length of time to type this? Tell ya what, ill add old mans war to my wish list on amazon.",2
" yeahh  idk if i like owen anymore though... i kinda lost respect for him in an episode i recorded...",1
" what happened? I thought you were coming back today....",2
"My inner desire is to go to an isle in the middle of the Mediterranean to soak up the sun; Good night... as I dream that inner desire.",2
"oh dear, I`m being followed by someone that claims to help you stay young  the end is nigh",1
"is about to go buy his mother a mother`s day gift",2
" what a smashing show tonight! Love the Killers! Wish I had been there, gutted... Such a shame they got cut off mid-song at the end",2
" Oh no! you poor thing  you must have booked the tickets before you realised it was Pat Kenny`s last night, gutted for you....",1
" hemp cloth is marvelous but unfortunately no",1
" Katie is my Malamute dog, as for my weight, well I`m about 6ft tall and 73kg, which is quite good",3
"Visiting the grandparents in Manhattan, and dropping off my sister for the week! I wish I had an excuse to be so tired today..",1
"lost some $ at work....nt happy right now    --SLOANSTER--",1
"awake and ready to learn a little more",2
" bank holiday Mondays rock, particularly when they follow the kind of Sunday I just had",3
"Ohhh me, i am rather bored. How can a friday night be soo boring!",1
"Sewing things is nice  I feel crafty and productive. And foxy.",3
" when we were poor and lived in Germany it was our favourite cheap Saturday. Now we have one 20min away.",3
"   We were all set to get a room last Saturday! I can`t apologise enough for missing out Deccy",1
"got an A in english again  yay..  but a D- in maths",2
"Our neighbors cat died!  I really loved him =(",2
" Greatings from planet shannan, we have laded once again on your lanet & hopefull we come in peace =/ Hmm...Haiaa",3
"We`ll be moving from a strength to a hypertrophy phase for chest, back, shoulders and arms for the next few weeks. Legs will stay behind",2
"bathing with two little angels, Keyla and Janice.",2
" aww  I wish there was sun out here. Then I can get a tan!!!!  (walks it out) go meee go meeee",3
"aahhh! nyc placements have started to come out, but it looks like upgrades have to wait yet another two weeks for placements! dreadfully",2
"Haven`t a clue about this twitter!",2
" Wish you were coming to Australia & New Zealand with the Sticky Tour Ant",2
" Hahhaa okaay ily! Lmfao",3
"a slightly less disturbed night, after a while, which is a Good Thing. Looking forward to some quality time with my toadtastic boy",2
"Not looking forward to the upcoming week...My better half will be gone all that time! It`s TRULY GONNA SUCK BIG TIME!",1
" lucky! I can`t see it tonight....",2
"I missed you yesterday, Lacey.    We get to go to granulation tonight, though.",1
" i love electro house",3
" ...as well as bell hooks Teaching to Transgress.  Sometimes I miss teaching & messing with bad system.",1
" I missed you guys this morning. I`m in Tacoma w/ no KGW to start my day.",1
" Did I miss the fun?",2
" the iphone",2
" OMG that`s really good i want to see the photos! have a nice day",3
"i want a dog or a cat or something  i want something to unconditonally love, thats not materialistic or a family memeber",3
"$4 lonestar pitchers at  ?  If only I wasn`t still recovering from last weekend`s bout of irresponsible gluten consumption",1
" *phew*  Will make a note in case anyone else runs into the same issueï¿½",2
" what dey do homie? I wish it would stop raining already!! Plus my vacay is almost over",2
"I was the blue  lol http://twitpic.com/67zgz",2
" glad to hear it`s good bank holiday weather down there to",3
" Mitchel you have no idea how much I want to call you!! but it costs loads to call from england!!!",2
"I just wanna be better already",3
"ok peeps have good morning I`m going to bed    hit me up later",3
"Now, lets do funkey stuff, talking with magento, through xmlrpc with codeignite and output with amf (Zend) to flash",2
"Shelf from Ikea fell off the wall. damage done...about $78.95 worth. Or at least thats my estimate.",1
" Happy frickin` birthday!  Try not to be too bitter about sharing your day with your lovely wife and all other mothers out there.",3
"A little bit of good news.",3
"tierd.i just want to talk",1
"Phone with Kayla, Johnathan, and Cisco!  Woo!",2
"Castiel is loveeeeeeeeeeeeeeeeeeeeee",3
"I`m not! They frighten me to death............I just like to see all the boys in their leathers!  ;) We go every year. Brilliant atmos!",1
"Watching the Twins handle the Mariners again!! Whoo-hoo!!!  Tony http://www.trustyfotografie.com",2
"I miss you sweetie!",1
"sleeping in my own bed tonight... at home!!",2
"D-Lab on MIT Open courseware http://is.gd/ygt5 There goes my chances of getting any work done in the next few weeks",2
"I am using an on-screen keyboard",2
"A lovely couple of days with friends from Wolverhampton. At least the weather improved for their last day today. On call tomorrow",3
" i keep trying to get through but i cant",1
"  I Hate It There Should Be A Endless Supply Of Hot Water!  I Put the Water Heater On 20mins Ago So Ill Be Gone In 10mins  ****",1
"This already feels like one of those days where I just won`t be able to win.",1
" haha... sorry  she should be in the whole like two people  follows",1
" and how are you going to make it up to me",2
" me too  chrome`s popup blocker is better",2
" nowhere babe  ice come to do a few jobs here this morning *sigh*",2
"well us Brits have to wait a few more days for it!  I thought it was all gonna released at once! I guess it`s worth the wait!",2
" you and  are both baitersss  hope tonight is fun!",3
"Morning all .. just into the office now",2
"Cool. Cant wait for dustbin baby",3
" aww  loves you! way too cute ;)",3
" I miss rollerblading down Shoreline.",1
" Wow, you`re car`s awesome! Have fun with Alex.",3
"  Way too many people indeed... I only recognize the Chinese guy... LOL",3
"i cant spell",1
"  thanks  you`ve been quiet lately!",3
"it`s raining here  i`m stuck inside working today so i`d probably be peed off if it was sunny outside, i`m now ok with the rain",1
"BARA, ****, CLOSETS, ADVENTURE. AGGGHHHH ENOUGH! Muak mcm baby Gary ku sudah",2
"Happy Mother`s Day!  @>--->--->--- A rose for YOU!",3
" being sunburnt is horrible",1
" I missed Match Game tonight    I hope I make it tomorrow night.",1
"back from dinner w. my family. i`m not meeting christine anymore  sunny weather tomorrow and a day out & about. i want red bull!",2
"no food since woke up.",1
"I can`t believe how tired I am right now... I don`t know if I can go out tonight...   Exhaaaausted!!",1
"  heyyhoo!heyhey",2
"wishes it wasn`t a bank holiday so he could be on the radio this afternoon... but at least he has another week to come up with some ideas",2
"Happy Mothers Day Mommy!!! I love you && your the best...",3
" i couldnt respond cuz i maxed out",1
" i love that song",3
"  Why?",2
" just stop talking if ur gonna be that mean",1
" I would like to be able to go just to ONE of those",2
" 9 more week! July 8th. Flolloping just perfectly describes the way she moves my belly  hehe",3
"In bed now  tonight has been really really funny, best family ever !",3
" my little felted thing looks like an incestuous by- product of two of your lovelies",3
" thanks for teaching me how to play a part of that song",3
" thank you",3
"Just dropped my new mobile down the loo.  Fingers crossed it works as I still have 17.5mths left on the contract",3
" aww... my mom will appreciate it   Much the same to your familias! When do you leave for tour?",3
"Things aren`t just as easy and simple as they seem to be.",1
"hello twittttty world! how do you do?",2
" i`m both. But more girl than guy.",2
"I really don`t like this weather",1
"Roll on Thursday",2
"In the mood for shrimp scampi but I don`t have vermouth.",1
" can`t wait for it. i love your scripts. honestly, you should have a future career as a script writer  - Stock Twits",3
"",2
"Phone disconnects my internet. Right in the middle of an uber.  Also, first Tweet from inside of Steam.",1
"two hours till our offer on the house expires  no word yet! Come on people, sell us your house!!!!!!!!!!! #Parker #Colorado",2
"Not gonna lie, i`m going to miss high school lunches. A lot. ****.",1
" trying to have a baby, don`t want my soda addiction to be a problem, so i quit  still sad and craving it though",1
"milkshake + hot day = unsettled stomach",3
"  what about sauce? Huh? I`m going to california tomorrow morning",2
"_aureole Oh my gosh, so cute!!!",3
"Getting anxious for Blink- 182`s new album!",1
" LoL....heeeyyy love! Not much working   and you",2
" I scare you? No!",1
" I don`t think they sale Ciroc where I stay..****..thats just my luck",1
" i`m just starting it brinn, guess what?? i get my laptop back  but i can`t use the messenger, hate it.",1
" Aww how sweet",3
"@_Glitter_  kk but 4 sum reason its not lettin me vote 4 them",1
"  We`ll miss you  #Sixx?",1
"I just wanna be happy",3
"  hubz company was organising ...i had to be there!",2
"Kyles going out of town this weekend  play time wif my fwiends. Rawrrr.",3
" you know you want to come keep me company whilst mum`s at her friends for the night  it`s such a nice evening!",3
" Morning Chip - loved the new html format on your ezine.",3
" ahaha its stuck in my head; thanxx",3
"Just finished curling her hair!!!! And now has to finish getting ready but doesn`t have a ribbon to put in her hair",2
"I need to buy a cheap verizon phone",2
"Marley won`t watch the French Open unless it`s in HD, which it`s not...   But my latest political ad is: http://tinyurl.com/lvsn76",2
"listening to the new demo! This song is going to be fantastic once its done!",3
" HEY, BABEE. ) LOVE YOOOOUUU. >< RP time.",3
" Have to listen to samples to make sure I`m thinking of the same stuff. Loud, odd, Zorn-y stuff as I recall. Not Mr. Bungle.",1
" I won`t b hereeeeee. Imma b in georgia  and then I`m off to LA. Grrrrrr!",2
" awww, that sucks  But they`re so awesome when you get one, all squeeky and happy. I only have one left now though",2
"Oh yea, and I feel really feckin tired today !",1
"  thanks for the r/t, I was hoping I had some *classy* followers",3
"Hey , I bet you and your tweeps have lots of mother wisdom to share.",3
"It`s a sad day for beer drinking movie goers. The Speakeasy theaters are no more",1
" thanks for the follow! Isafailure was supposed 2 b a team thing, but my friend hasn`t emailed me or communicated n 4ever",3
"Feeling like **** today. Hopefully a nice relaxing swim will do the trick",2
" good luck with it..Do well!! My best wishes are with you!",3
" omg wtf why is there a **** site following me?!",1
"Reading and taking notes but undertanding none of it  ... HELP!",1
"who watched X-men origins: wolverine? i totally loved it! haha",3
"I didn`t get my q`doba today! sad",1
" Or a wonderful talking alarm call from I-Phone or Bed side Alarm call! I can just imagine the wake up messages lol",2
"Is about to see Adriana off for a month",2
" http://twitpic.com/67kb6 - Sad day!  What a great guy and enthusiastic teacher.",2
" thanks for the follow! The love of your life is adorable",3
" don`t care about my struggles..",1
"working!   I am so ready to go.",3
" haha hi mum! wow yes, very modern of you. now you just need to get a facebook account! p.s. talk to me by writing ",3
"Jumping im the shower after a long day of work  it shall feel ahmazing I CAN MATH!",3
"@_finn_ Except I dropped him on my break and now he`s got a ding in his side.  At least it wasn`t the screen.",2
" thanks for the #ff shoutout -you stuck an extra e in my username tho, so the link doesn`t work",2
" I know man, my day off and am pulling myself out of bed",1
"_Forward Poor dead Josh.  http://bit.ly/JKpHn Please leave your messages of condolences there. #boy #rip ||| That`s sad.",1
"lacey is alright though. quite a few gashes, and she keeps her tail between her legs",2
"Off to see the Doc in a bit to get the knee checked out",2
"10 yrs ago, on a night like this..id have been drinking with co workers, then went home got cleaned up and went clubbing..",2
"Have to leave to meet  now. I`m looking forward to seeing him, but I`m so not done what I wanted to. Boo-urns. Wish I was @ work.",1
"just saw ghosts of girlfriends past with my bf, that movie was so predictable but so funny! i loved it",3
" Thanks! Am trying.. (keeping my chin up, ouch!)",2
"Watching Everything Is Illuminated  and dreaaaming<3",3
" Thanks hon!! Project Bra starts today!",3
" No, rather we`re OMG it`s nearly Monday",2
" yeah thought it was awesome - glad to see some characters like Gambit brought back into the fold",3
"i feel some type of way cause im not talkin to anyone...",2
"hi everybody! i`m having my lunch break at work and enjoying a nice cup of coffee!",3
"meditating on my plans for the weekend...gotta work saturday...",2
"so instead of laying out in this 90 degrees i`ve gotta give 32 fourth graders miso/rice/sushi/mochi in an hour  fml",1
"Did 2dives w/ Oceans Deep Dive. 10m vis, no sun, no colours. Dynamite fishing has done it`s toll on the reefs.",2
"daddy is in the hospital  i dont like it!",1
" I`m back on Long Island today after spending the weekend in Manchester, VT. Hope you have a great week ahead.",3
"Went to friend`s house to watch some good old season 1 episodes of Supernatural <3 **** I love this show soo **** much",3
" i.m with u on the internet surfing part lol but we.re drinking",2
"It`s Mother`s Day! Went out to lunch to celebrate and then went shopping for a gift for my mom",3
" Yeah *fingers crossed*",2
" lol! I don`t know! but you dont need the plant! I`ll give you a hug instead! Hugs!",3
"Nite nite my fellow tweeters goin to put ma ipod in n listen to some westlife missin those guys  then headin to sleep early start  7am x",2
"A 35 minutos... Split-up.",2
"_Yavanna me too. she`s everywhere...",2
"I wish my sister lived near me",3
"back to work.. with no distractions..",3
" It`s good they`re realistic, but I still don`t like thinking about it!!!",2
"is off to RENT soon  Hope I can get home tonight though with all the train problems :s ...",1
" Your STFU E3 list link is broke",2
"I have just been to see the Jonas Brothers 3D movie with   was funny NO ONE else was there  hahah can`t... http://tinyurl.com/magcwo",3
" i`m pretty sure he`s every main character we`ve ever written. that or ",2
" is enough time!! (if i get into VIP!) but i know that doesn`t make up for it  at least they`ll have each other!",2
"At this point, I`m gonna be left here with only Tommy. He is no prize.",1
" http://twitpic.com/4w9w6 - lol you sure love that sushi. you`ve tweeted many pictures of it.",3
"I miss ya, Boyfriend!  When am I gonna see ya again? Br!Tt!!!",1
"good morning  tis a rainy Monday morning...blahhh!",3
" nah the lights killed the mood now you got to get out my bed",1
"_mcsupergirl ok, finished set u free, and i am sooooo mad rite now...it cant end like that, i dont want him to be the bad guy",1
"Nvd i was sitting on it",2
"im gonna fail this test miserably in history",1
"HAHA! Follow john mayer..he`s a pretty funny guy  I want to move to L.A .... it`s so much more fun!",3
" T, im sooooo bored right now",1
"_Colossus Lol, cheers `mate`. Yeah it went well thanks",3
"is sooo confused these days   But glad to be back from Lillestrï¿½m",2
" we cant come toniiiite !! arggh i want to tho  have fun for uss. well def see u 2morrow nite tho!",3
"Not a happy camper  not having a good day at all...",1
" good morning",3
"working on a layout 4 my page....prom dress is almost done",2
"I`ve just realised - 400 FOLLOWERS! YAY!  ****",2
"  May the 4th be with you too",3
" Anything for . So sorry man  I am not a patsy generally...",1
" sure i can talk....the fabulous **** part though is out  sorry dear",2
"GoodMorning, Hope Everyone Has A Beautiful Day Today  x",3
"i ran out of facebook quizzes. lol grocery shopping then work. w00t?",2
"Where did everyone go?? boo got no-one to twitter on to now  Wonder if I can con some innocent un-suspecting people into talking to me??",2
" I`m sure the Mrs. will follow when she gets comfortable on the new computer, may be a while  #hhrs",2
": `Bring it on: In it to win it` is the BEST movie ever!!  U are the best actress, singer, dancer and role model ever<33 xoxo",3
" No.  I was thinking just before how much I miss my T-Dub.",1
"Now i`m fully awake",2
" very cute kitty",3
"  Enjoy...wish I was there! Nice day in Springfield today..however I have my end of month expense report to do",3
" Awwwwwww. You two are the cutest.  And gods, I LOVE your hair.",3
"going to head to bed now finally...goodnight! Hopefully my dreams will consist of ravishing things, such as: Zachary Quinto.",3
"Ready, Set.... hmmm DELAY",2
"ah my tummy hurts  **** starbucks sugar/chocolate/caffeine",1
"Day dreaming of Fuzzball and SNL  http://fuzz-ball.com/twitter",2
"I really fancy a frappuccino from Starbucks right now",3
" haha! And Twitter! Hard though isn`****?!",1
" lol, get to your bed",2
"Its friday and i`m sick, story of my life...",1
"Can someone chemics ?",2
"home now!",2
" A+ for effort though  http://bit.ly/Mco5v",3
"just finished YSC runthrough for service! It`s gonna be awesome!  - http://tweet.sg",3
"i looking at failure",2
"using my twitter account",2
" Alright, I`m coming  get another spoon ;)",2
"41 Followers? Random people, but okay!",2
"Won a gps at post prom",3
" ew agreed",2
"_**** I`m leaving at half 10  but I have to get ready and things",2
"  hey girl, what`s up? what r u gonna do today?",2
"off to bed with my sore ****",2
"apparently im not getting drives to school in the morning anymore? well my dad left so no school for me this morning.. watching twilight",2
"my momma is comin 2night !  2morrow tennis day with p?nar yuppie !",3
"Well can ya please send some luvin to    im sensing deep fiery anger surrounding his presence right now...",3
"Really Wish i could see dave from  again, missing him already",1
"Ugh soooo much work to do today while trying to make the 6:10 train to the game... looking like a 4-5 hour Sunday at the office.",1
"Hi there all! Can`t stay to long have to go to work soon",2
" Don`t worry, you spelt `NO` correctly! It just looks wrong",2
" any chance of seeing you at a race in germany? unfortunately hardly any tv & news coverage of cycling here anymore!",1
" oh yeah he IS!  .. you should see him when he REALLY gets going! LOL .. doesn`t care WHO doesn`t like it heheheheh GREAT!",2
"knows its all going to sort itself out",3
"hates not being able to see his monitor. I have about 25 minutes before the sun is not blinding me",1
"How could they kill him? Hollyoaks made me sad.",1
"Bugger. forgot I still have washing in my machine",1
"Soaked in the rain in 30 seconds and I wasn`t even hiking 8.4 miles with 2.5 miles in the rain like last weekend.",2
" PGPM student from where? I myself was a PGPM student about 4 years back. I wish I could stay one",3
"About to have dinner and then an evening of playing cards. Already packed and ready to head home tomorrow   Do we have to go home?",2
" I can`t be mean without you.",1
"i no i no bt i had only been a gamer for like 2 years when i made that attempt  lol yea i luvd F1 to an extent ",3
"watching Justin Timberlake on SNL",2
"Getting used to this shoulder immobilizer thing. Even getting used to sleeping in the recliner.",2
" p.s. i heart your face",3
"i really cant take this.",1
"back home in palmdale. in bed with my mommy",2
" my internet in like 9th grade was so fast, its dieing out",1
"Sitting, wondering, & wishing for a bunch of stuff that will never be",2
" i no its so warm isnt it!! :O My arms are sore  Bad times. My face is a little red too :S",1
"I was waitin` so many new and good songs about the end but I didnt like it so much",2
"Graduating from high school tonight  im kind of sad..",1
" - wait for the third day!!",2
"Happy Mom`s day to your moms !",3
"I can`t breathe well but turns out I`m not crazy.  Just inflammed lungs",1
"well no phone today, we are waiting till June 9th to get a better deal sooooo  but its all good",3
" it was days yesterday and probably today that I wish I had taken the top off my jeep.  I need help haha. IT`S FRICKEN HOT",2
"got my cable set up! WIN!  got my lock put on my door! WIN! feeling a tad neglected... FAIL.",2
"http://twitpic.com/66vld - i don`t like this bangs! I want my hair back!",1
"cart path only",2
"Hoping that this will just heal on it`s own because anything I put on it just makes it worse. Owww",2
"   poor Stuart...    I was wondering where he was!  Moving day today!I expect a welcome cake or case neighbor .... hehehe",2
"Happy Mother`s Day. . .",2
"Here`s a brief preview: http://bit.ly/eHCfP   OMG James is creepy in that role! I`m scared of him",1
" Prefer 80`s singstar. I know all the words!",2
"bout to watch notorious cause that`s how i`m feelin now. wish i could eat something, but i can`t.  surgery tomorrow. no food til saturday",1
" people are pathetic  how do u know some one is trying?",1
" I use to own a 32 lbs tabby cat. Got him for North Shore Animal league he had diabetes",2
"Tom graduated today",2
" That`s the song I mean",2
"Favorite little cartoon movie in the world",3
" awww, I hates it wen families are brokun up by humuns. Maybee you see him agin wun day.",1
" No I LOVE Jordie`s version as well as Joe`s and Donnie`s ALL 3 are DIFFERENT",3
" Reminders are good! Speaking of which, we haven`t had a Posture Check in awhile.....",3
"<< Finaly Back to home..",2
"This poor butterfly was dead  http://twitpic.com/66vlw",1
" yes! sober HAHAHA tanghaling tapat dude! haha WILD. i don`t knowwww  plan plan  before you go to US!",3
"_peter let`s smoke and watched dazed and confused. that`s a perfect pizza movie too",3
"_rashid aww how cute  I like that song a lot",3
"Has an hour left of revision",2
"Can`t sleep but is happy that the Fugees are keeping him company",2
"Happy Star Wars Day!!!",3
"so the Today show still hasn`t gotten in touch with me, i wish they would so i can take my friends and myself to the NKOTB show",2
"Forgive me good lord for this time I /knew/ wat am I doing.. Except the mighty oracle just didn`t *&@#ing care to fully support UnixODBC.",1
"congratulations penjiiii !!! Are we calling him soulja boy or mcbaby lol",3
" lmfao!!! Yea anyone?? Please?? We`re really pretty!!!",3
"a bedtime story pls....",2
"Tip for today - The eagles are specials against the broncos, put your house on them",3
" Yeaup. I was gonna tell ya that",2
" yes we must I had so much fun at SXSW with you guys  PJ party in my room",3
" I`ll believe it when I see it",3
"Sigh only 1 problem though i need to call Stooopid LIME aka Cable and Wireless and have them reconnect my interent 2 day without net  sads",1
" not in this part of Surrey either, feeling quite a bit nippy I must say. Afternoon to you",3
"I don`t know what im doing :S",2
"_**** I do!  I`ll probably get fired if I do though",2
"my hubby is staying for one more week in Uzbekistan",2
"And this is what happens when Swine Flu gets to all of us.  http://tinyurl.com/55hq2o",2
"third date went well....moving on to fourth!!!!!!",2
"Already know I`m gonna miss josh next week.. My mom needs more surgery.. Work sucks.. Not a good day. Oh and my tum tum hurts",1
"good moring  gonna take a shower, fix my hair and then Im going out .",3
"I saw Thirst which is korean movie made by chan-wook Park . this movie isn`t hard but good",2
" OH MAN I WOULD BUT I`M FRESH OUT",2
"Please Review Sunehre Ad Placement  http://tinyurl.com/oow6mk",3
"Running around town with Kathleen....she`s leaving me for a month..",2
" i love those boys. i missed the chat yesterday  it was the firts & only one i`ll miss though! <333 Nick Jonas <3333",2
"resting had a whole day of walking",2
"at the drive ins with daa crewww",2
"liz just left  aww it was so good to see her.",3
"_0 so all done with wow blogging eh?  *huggles*",2
" Aha both same length, touche",3
" irregularly. And Im (half-assedly) working on an essay. by saying half-assedly I really mean not at all. Words not even open",2
"_Dubai Enjoy sounds idyllic AND Geordiebird has lost her bikini...perfect holiday!",3
"i thought ur account  was fake. but, it`s true, sorry david!",2
"Just had an iced coffee. Christ that tasted nasty",1
"how bad has life gotten where u  werecounting on the church50\50 raffle? the answer is real bad",1
"Jumped on a train to visit or rescue my mom. Totally forgot my sweatshirt  And forgot to bring my make up! First time ever forgetting :/",1
"is bored hehehe  i hate IPT",1
" that frenchfry-corndog looks so delish! I WANT!!  Welcome back to Seattle!",3
" aww I miss driving down elmwood",1
"thanks for the raspberry-Laced Vanilla Cake",3
"4 novos followers http://migre.me/SfN Sorry, the account you were headed to has been suspended due to strange activity. strange ï¿½ ï¿½timo",1
" Thanks for the interview mama!  Enjoy your night",3
"The Blowout ended",2
"Listening to dashboard confessional & counting down the days until the  concert on May 16th with ",2
" thanks for the #followfriday",3
"My poor phone is nekkid without its cover.",1
"not goin tto tafe",2
"Powerdvd doesn`t want to play my Pushing Daisies dvd. I only want screenies to make icons with! Copy protection gone bonkers?",2
"Note to self: don`t wear steel toes to the court house, I`m just sayin",2
"sitting here with Nathan, Eddie & Brenden chilling out at 1 AM, haha great day, I love my life!",3
"off work yesss ! super hungry",1
"Happy Mother`s Day to all the Momma`s to be and Mommas currently.  Have a wonderful day!!!",3
"a trending topic: HAPPY STAR WARS DAY",3
"and again http://twitpic.com/4wp8l",2
"just got back from six flags  wicked fun. even tho i almost died!",1
" But I hate being me",1
" good. that was the intent.  hopefully others get the same vibe",3
" I gotta say, I feel bad for everyone in NKorea.  They`re starving, and they have a crazy in charge who endangers them daily.",1
"if one people did any wrong, the world blames all the people over there, this is the great world which we are living in!  ****!",1
" i thght i voted bt i dnt think it workd!  Whats the link 2 vote for u! Nobody deserves it more than u do. Ur so talented. I<3U",3
"Morning all, finally got to stream media from PC to PS3 via wireless router, much easier than using a USB dongle, ah, techy simplicity.",3
"Having a long island ice tea",2
" of course LOL about to eat more",2
" lol ok then",2
" V?a cï¿½n m?c 800/day t?i qua",2
"_from_hell  how`s monday for you?",2
"I`ve been up late this week watching Jay Leno. Tonight is his last show  But now he`ll move up to 10pm not sure if the material will bsame",2
" tom is not with u!  hahahahahahhah he`s with my bff",2
"The sun is out here in Melbourne! Happy Mothers Day to all the mums out there",3
" cont...and then it goes to waste  no one likes stale sweets. That reminds me of this cute song called Stale Cupcakes lol",2
"it`s friday! trying to find something to do",3
" I`m okay. Ima go to the park and play some ball. Not in the best of moods. Got stress to relieve.",2
"another build failed! something is not right in the big scheme of things!",1
" right my fellow fluffy flasher! I must go to bed, sorry  I hope everything is working properly 2moro and we can chat! love u x",2
" Err, I get that  Now, with the TimThumb, what`s with the url?",2
" - SO.... yeah. I VERY much appreciate that.",3
"Just had an amazinq qirls-niqht-out. I quess its always qreat to have an excuse to wear tiny dresses & heels",3
" Yes! I feel the same.  I`ve still got lots in boxes.  It`s so fun though.  Got to my new place yesterday.",2
" no.  and she was suggesting it for loan deferment",3
"has got grass all over him",2
